collective_deg,J,V_ms,V_kt,T_N,P_W,eta_p,stall_fraction,M_tip
34.0,0.65,36.61666666666667,71.17694133333333,6651.373783128061,328056.8923160788,0.7424051815303648,0.05,0.5386131292891034
